PAYER NAME,PAYER ID
Corporate Benefit Service (CBSA),41124
Corporate Benefit Service (CBSA),41124
Corporate Benefit Service (CBSA),41124
Corporate Benefit Service (CBSA),CBSA
"Corporate Benefits Service, Inc. (NC)",56116
"Corporate Benefits Service, Inc. (NC)",56116
Corporate Plan Management,64270
Corporate Plan Management,64270
Corporate Plan Management,64270
Correctcare (GA Correctional Healthcare Adult Health),GCHCA
Correctcare (GA Correctional Healthcare Adult Health),GCHCA
CorrectCare Integrated Health (CA Prison Health Care Services),CCIH1
CorrectCare Integrated Health (CA Prison Health Care Services),CCIH1
Correctcare Integrated Health (Non-LA Jails),CCIHJ
Correctcare Integrated Health (Non-LA Jails),CCIHJ
Correction Health Partners,PHPMC
Correctional Management Service ,J1044
"Correctional Medical Services, Inc. (Now known as Corizon Inc)",43160
"Correctional Medical Services, Inc. (Now known as Corizon Inc)",43160
Corrections Corporation of America (CCA),J1942
Corrigan-Camden ISD,J3942
Corvel,J4110
"Cottingham & Butler Claim Services, Inc.",J1683
Cottingham and Butler (Equian),J2089
Country Casualty Insurance Company,J1684
Country Financial \ Modern Service Casualty Insur Co - CORVEL,J3760
Country Financial Medicare Supplement,95705
Country Insurance \ Modern Service Casualty Ins Co,J1712
Country Insurance \ Mountain States Insurance - CORVEL,J1572
Country Insurance \ MSI Preferred Insurance Company,J1591
Country Life Insurance Company,COUNTRY-LIC
Country Mutual Insurance Company,J1702
Country Preferred Insurance Company,J1705
Countryway Insurance Company,C1083
County Care Health Plan,06541
County Care Health Plan,06541
County Care Health Plan,COUNTYCARE
County Care Health Plan,COUNTYCARE
County Care Health Plan ,06541
County Medical Services Program (CMSP),AMM15
County Medical Services Program (CMSP),AMM15
County Medical Services Program (CMSP),AMM15
"County of Chesterfield, VA",J1525
County of Fresno,AMM21
County of Fresno,AMM21
County of Kern - CORVEL,J1935
County of Kern POS,22149
County of Kern POS,22149
County of Los Angeles (1000),J1625
County of Los Angeles (2000),J1722
County of Los Angeles (3000),J1967
County of Los Angeles (4000/5000),J1723
County of Sacramento - EMSF,AMM20
County of Sacramento - EMSF,AMM20
County of Sacramento - Healthy Partners,MBA01
County of Sacramento - Healthy Partners,MBA01
County Of San Diego,J1513
County of Shasta (CA),J1616
County of Tulare (CA) - CORVEL,J1666
Covenant Administrators Inc.,58102
Covenant Administrators Inc.,58102
Covenant Administrators Inc.,58102
Covenant Administrators Inc.,COV-ADMIN
Covenant Management System Employee Benefit Plan,CMSEB
Covenant Management System Employee Benefit Plan,CMSEB
Coventry Health Care Carelink Medicaid,00182
Coventry Health Care Carelink Medicaid,00182
"Coventry Health Care of  MO, MS, AK, TN(00184)",10205
Coventry Health Care of Georgia,00154
Coventry Health Care of Georgia,10190
Coventry Health Care of Louisiana,10150
Coventry Health Care USA (HCUSA),00186
Coventry National/University of MO(00250),10196
Coventry National/University of MO(COVON),13129
Coventry National/University of MO(COVON),COVON
Coventry Wellpath Select,10153
CoventryCares of West Virginia,SCNCC
Covet Health,IHS21
Covet Health,IHS21
"Coworx Staffing, LLC ",J1046
Cox Health Plan,00019
Cox Health Plan,00019
Cox Health Plan,00019
Cox Health Plan,COX-HP
CPR Share Plans,CB695
CPR Share Plans,CB695
Craftworks Holdings - CORVEL,J3862
Create Healthcare,CREATE
Crescent Health Solutions,56213
Crescent Health Solutions,56213
Crestbrook Insurance Company,J1550
Crown Life - Great West,62308
Crown Life - Great West,62308
Crown Life - Great West,62308
"Croy - Hall Management, Inc.",37266
"Croy - Hall Management, Inc.",37266
Crum & Forster Indemnity Co,31348
Crum & Forster Medicare Supplement,96618
Crystal Run Health Plans,46430
Crystal Run Health Plans,46430
CSAA Insurance Company,C1090
CSEA Employee Benefit Fund,CX054
CSI Life Insurance Company Medicare Supplement,95707
CSI NETWORK SERVICES,34186
CSI NETWORK SERVICES,34186
Culinary Health Fund,CULINARY
Cumberland Insurance Group,C1091
CuraeChoice,CC304
CuraeChoice,CC304
Curative Health,CURATIVE
Curative Health,CURTV
Curative Health,CURTV
Curative Health,CURTV
​Cure Auto Insurance For NJ Auto,C1092
Custody Medical Services Program (CMSP),AMM03
Custody Medical Services Program (CMSP),AMM03
Custom Benefit Administrators,39081
Custom Benefit Administrators,39081
Custom Benefit Administrators,39081
Custom Benefit Administrators,39081
"Custom Design Benefits, Inc.",82056
"Custom Design Benefits, Inc.",82056
"Custom Design Benefits, Inc.",82056
CVS Pharmacy (CAREMARK),J3973
"CWI Benefits, Inc.",57080
"CWI Benefits, Inc.",57080
"CWI Benefits, Inc.",57080
CYPRESS BENEFIT ADMINISTRATORS,88056
CYPRESS BENEFIT ADMINISTRATORS,88056
Cypress Security (Member of BHHC),20044
Dairyland Insurance Company,C1033
Dameron Hospital Association,CCHPC
Dameron Hospital Association,CCHPC
Darigold - CORVEL,J1936
Dart Management Corporation,43471
Dart Management Corporation,43471
Dawson ISD,J3929
DBi Services LLC - CORVEL,J3761
DC Health Ryan White Program,DCRWP
DC Health Ryan White Program,DCRWP
DC Risk Solutions,DCRSS
DC Risk Solutions,DCRSS
DCHP Texas Medicaid,38261
DCHP Texas Medicaid,38261
DDIC,94276
Dean Health Plan,39113
Dean Health Plan,39113
Dean Health Plan,39113
Dean Health Plan,DEANH
Dean Health Plan (Medica),41822
Dean Health Plan (Medica),41822
Definity Health,DEFINITY
"Del Taco, LLC",J1681
Delano Regional Medical Group (Managed Care Systems),MCS03
Delano Regional Medical Group (Managed Care Systems),MCS03
Delano Regional Medical Group (Managed Care Systems),MCS03
Delaware First Health (Centene),68069
Delaware First Health (Centene),68069
Delaware First Health (Centene),68069
Delaware First Health (Centene),DEFIRST
Delaware First Health (Centene),DEFIRST
"Dell, Inc. - CORVEL",J1983
"Delta Dental (Northeast - ME, NH, VT)",02027
Delta Dental Classic,WDENC
Delta Dental Clear,WDENC
Delta Dental Encara,WDENC
Delta Dental Ins. Co. - Alabama,DDAL1
Delta Dental Ins. Co. - Alabama,DDAL1
Delta Dental Ins. Co. - Florida,DDFL1
Delta Dental Ins. Co. - Georgia,DDGA1
Delta Dental Ins. Co. - Louisiana,DDLA1
Delta Dental Ins. Co. - Mississippi,DDMS1
Delta Dental Ins. Co. - Texas,DDTX1
Delta Dental Ins. Co. - Utah,DDUT1
Delta Dental Of Alaska,DDAK1
Delta Dental of Arizona,86027
Delta Dental of Arkansas,DDPAR
Delta Dental of California,77777
Delta Dental of Colorado,DDPCO
Delta Dental of Connecticut,22189
Delta Dental of Delaware,51022
Delta Dental of Georgia,DDGA1
Delta Dental of Idaho,82029
Delta Dental of Illinois,47598
Delta Dental of Illinois - Individual,IDIND
Delta Dental of Iowa,CDIA1
Delta Dental of Iowa - DWP,CDIAM
Delta Dental of Kentucky,CDKY1
Delta Dental of Maryland,23166
Delta Dental of Massachusetts,04614
Delta Dental of Missouri,43090
Delta Dental of Montana,DDMT1
Delta Dental of Nevada,DDNV1
Delta Dental of New Jersey,22189
Delta Dental of New York,11198
Delta Dental of Oklahoma,DDPOK
Delta Dental of Pennsylvania,23166
Delta Dental of Puerto Rico,66043
Delta Dental of Rhode Island,05029
Delta Dental of South Carolina in Missouri,43091
Delta Dental of South Dakota,54097
Delta Dental of Tennessee (Dental),DDPTN
Delta Dental of Texas,DDTX1
Delta Dental of Virginia,54084
Delta Dental of WA,91062
Delta Dental of Washington DC,52147
Delta Dental of Washington State,91062
Delta Dental of West Virginia,31096
Delta Dental of Wisconsin,39069
Delta Dental of Wyoming,CDWY1
Delta Dental Texas Childrens Medicaid Services,CPPTM
Delta Health Systems,DHS01
Delta Health Systems,DHS01
Delta Health Systems,DHS01
DeltaCare USA - Claims,DDCA2
DeltaCare USA - Encounters,DDCA3
Dental Benefit Providers,52133
Dental Choice Plan,86027
Dental Choice Plan Plus,86027
Dental Health & Wellness,46278
Dental Select,DSL01
DentaQuest,04356
DentaQuest –Government,CX014
Dentegra,88888
Denti-Cal,94146
Denti-Cal,94146
Denti-Cal DTI Encounter,DTCA7
Denver Health and Hospital Authority,84133
Denver Health and Hospital Authority,84133
Denver Health and Hospital Authority,84133
Denver Health Medical Plan,84135
Denver Health Medical Plan,84135
Denver Health Medical Plan,84135
Denver Health Medical Plan,DENVER
Denver Health Medical Plan Inc.,65456
Denver Health Medical Plan Inc.,65456
"Denver Health Medical Plan, In. - Medicare Choice",84131
"Denver Health Medical Plan, In. - Medicare Choice",84131
Department of Corrections - Oklahoma,71065
Department of Corrections - Oklahoma,71065
Department of Corrections - Oklahoma,71065
Department of Corrections - Oklahoma,DOCOK
Department of Social and Health Services (DSHS),MC006
Department of Social and Health Services (DSHS),MC006
Department of Social and Health Services (DSHS),MC006
Department of Social and Health Services (DSHS),MC006
Department Rehabilitative Services - Oklahoma,71065
Department Rehabilitative Services - Oklahoma,71065
Department Rehabilitative Services - Oklahoma,71065
Depositors Insurance Co,J1550
Deseret Mutual Benefit Administrators,DMBA
Deseret Mutual Benefit Administrators,SX105
Deseret Mutual Benefit Administrators,SX105
Desert Medical Group (Regal),DESRT
Desert Medical Group (Regal),DESRT
Desert Oasis Healthcare (DOHC) (Regal),DESRT
Desert Oasis Healthcare (DOHC) (Regal),DESRT
Desert Valley Medical Group,DVMC1
Desert Valley Medical Group,DVMC1
Detego Health,62599
Detego Health,62599
Detroit Medical Center,56240
Devoted Health,DEVOT
Devoted Health,DEVOT
Devoted Health,DEVOT
Devoted Health,DEVOTED
Devoted Health,DEVOTED
DH Cook Associates,DHCOOK
DHMN - Preferred IPA Hospital Risk,DHM02
DHMN - Preferred IPA Hospital Risk,DHM02
DHMN - Preferred IPA Hospital Risk,DHM02
DHMN Santa Cruz,DHM01
DHMN Santa Cruz,DHM01
DHMN Santa Cruz,DHM01
DHR Provider Management,DHRPM
Diabetes Heart Care CSNP,HCS01
Diamond Bar Medical Group,NMM01
Diamond Bar Medical Group,NMM01
Diamond Bar Medical Group,NMM01
"Diamond Insurance Group, LTD",J2140
Dignity Global,MPM27
Dignity Global,MPM27
Dignity HCLA,MPM28
Dignity HCLA,MPM28
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1
Dignity Health - Sequoia Physicians Network,PROH2
Dignity Health - Sequoia Physicians Network,PROH2
Dignity Health Medical Group - Inland Empire,PROH4
Dignity Health Medical Group - Inland Empire,PROH4
Dignity Health Medical Network – Central California,MCS03
Dignity Health Medical Network – Central California,MCS03
Dignity Health Medical Network – Santa Cruz,MCS03
Dignity Health Medical Network – Santa Cruz,MCS03
Dignity Health MSO,MCS03
Dignity Health MSO,MCS03
Dignity Health Plan,RP088
Dignity Health Plan,RP088
Dignity Health Sacramento Hosp SHO,HOSH1
Dignity Health Sacramento Hosp SHO,HOSH1
Dimension Benefit Management,Z1412
Diploma Joint Insurance Fund (SEL),J3934
Direct Care Administrators,DCA62
Direct Care Administrators,DCA62
Direct Dental Administrators,DDA10
DirectCARE,55731
DirectCARE,55731
Director's Guild of America - Producer Health Plans,BC001
Director's Guild of America - Producer Health Plans,BC001
Director's Guild of America - Producer Health Plans,BC001
Directors Guild,F2370600
Directors Guild,F2370600
Discount Tire,J1611
Disneyland Resorts (Conduent - Formerly Bunch CareSolutions),J1933
District No. 9. I. A. of M. & A.W. Welfare Trust,DIST9-WELFARE
Diversified Administration Corporation,06102
Diversified Administration Corporation,06102
Diversified Administration Corporation,06102
Diversified Administration Corporation,DIVERS-ADMIN
Diversified Group Administrators,25160
Diversified Group Administrators,25160
Diversified Group Brokerage,06102
Diversified Group Brokerage,06102
Diversified Group Brokerage,06102
DMERC Region A Medicare,16003
DMERC Region A Medicare,16003
DMERC Region B Medicare,17003
DMERC Region B Medicare,17003
DMERC Region C Medicare,00885
DMERC Region C Medicare,00885
DMERC Region D Medicare,05655
DMERC Region D Medicare,05655
Doctor’s Professional Services Consultants,A6864
Doctors Choice Medical Group,DCMG1
Doctors Choice Medical Group,DCMG1
Doctors Healthcare Plans,DRHCP
Doctors Healthcare Plans,DRHCP
Doctors Healthcare Plans,DRHCP
Doctors Healthcare Plans,DRHCP
Doctors Managed IPA,DMIPA
Doctors Managed IPA,DMIPA
"Dominion Dental (115 S. Union St., Ste. 300, Alexandria, VA 22314)",DOM01
Downey Select IPA,APP01
Downey Select IPA,APP01
Downey Select IPA,APP01
Driscoll Childrens Health Plan,74284
Driscoll Childrens Health Plan,74284
Driscoll Childrens Health Plan,74284
"Dunn & Associates Benefits Administrators, Inc",35186
"Dunn & Associates Benefits Administrators, Inc",35186
Dupage Medical Group,DMG01
Dupage Medical Group,DMG01
Dupage Medical Group,DMG01
Early Intervention Central Billing,36434
East Bay Drainage Drivers Security Fund,DHS01
East Bay Drainage Drivers Security Fund,DHS01
East Bay Drainage Drivers Security Fund,DHS01
East Boston Neighborhood Pace,25849
East Boston Neighborhood Pace,25849
East West Administrators,EWACA
East West Administrators,EWACA
East West Administrators,EWACA
Eastern Alliance,J2143
Eastern Iowa Community Healthcare (EICH),23861
Eastern Iowa Community Healthcare (EICH),23861
EastGUARD Insurance Company - Guard DBA,J1453
Eastland Medical Group IPA (Regal),LMG01
Eastland Medical Group IPA (Regal),LMG01
Eastman Kodak Company - CORVEL,J1903
EastPointe Behavioral Health,08044
EastPointe Behavioral Health,08044
EastPointe Behavioral Health,08044
Easy Access Care IPA,EAIPA
Easy Access Care IPA,EAIPA
Easy Care MSO LLC,ECMSO
Easy Care MSO LLC,ECMSO
Easy Choice Health Plan of California,EASYCHOICE-HP-CA
Easy Choice Health Plan of California (Fee for Service) - ECHP,20532
Easy Choice Health Plan of California (Fee for Service) - ECHP,20532
EasyAccess Care IPA (ProCare MSO),PCMSO
EasyAccess Care IPA (ProCare MSO),PCMSO
EBA&M; Employee Benefits Administration & Management,22262
EBC (Buffalo Rock) Birmingham,EBC01
EBC (Buffalo Rock) Birmingham,EBC01
Eberle Vivian,EV001
Eberle Vivian (Workers Comp),J2199
Ebix Health Administration Exchange (EHAE),55069
Ebix Health Administration Exchange (EHAE),55069
Ebix Health Administration Exchange (EHAE),55069
Edinger Medical Group,GNPMG
Edinger Medical Group,GNPMG
Edinger Medical Group,GNPMG
Edison Health Solutions,66456
Edison Health Solutions,66456
Educators Mutual Insurance (EMI),EMIHLTH
Edwards Claim Administration,J1204
"EHI, EHIC",73288
El Camino Health Alliance,ECL01
El Camino Health Alliance,ECL01
El Camino Health Alliance,ECL01
El Camino Health Medical Network,S9637
El Camino Health Medical Network,S9637
El Camino Health Medical Network,S9637
El Paso Community College (TX),A0106
El Paso First - CHIP,ELPASOFIRST
El Paso First - CHIP,EPF03
El Paso First - CHIP,EPF03
El Paso First - CHIP,EPF03
El Paso First Health Plans Premier Plan STAR Medicaid HMO,EPF02
El Paso First Health Plans Premier Plan STAR Medicaid HMO,EPF02
El Paso First Health Plans Premier Plan STAR Medicaid HMO,EPF02
El Paso Health Advantage Dual SNP,EPF07
El Paso Health Advantage Dual SNP,EPF07
El Paso Water Utilities TX,J1017
El Proyecto De Barrio,MPM04
El Proyecto De Barrio,MPM04
"ElderPlan, Inc.",31625
"ElderPlan, Inc.",31625
"ElderPlan, Inc.",31625
"ElderPlan, Inc.",ELDER
Elderwood Health,03964
Elderwood Health,03964
Elderwood Health,03964
Electric Insurance Company,C1093
Electrical Welfare Trust Fund,30506
"Electronic Practice Solutions, Inc.",EPSDR
"Electronic Practice Solutions, Inc.",EPSDR
"Element Care, Inc.",04326
"Element Care, Inc.",04326
Elips Life Insurance Company Medicare Supplement,96801
Elite Physicians Group,EPG01
Elite Physicians Group,EPG01
ElmCare LLC,NAELM
ElmCare LLC,NAELM
Elmira Savings Bank (UCS),22120
Elmira Savings Bank (UCS),22120
EMAEHIPA,MPM65
EMAEHIPA,MPM65
Emanate Health IPA,MPM62
Emanate Health IPA,MPM62
Emanate Health Med Center NMM,MPM46
Emanate Health Med Center NMM,MPM46
Emanate Health Med Center PDT MSO,MPM47
Emanate Health Med Center PDT MSO,MPM47
Emblem Dental (DentaQuest),EMBDQ
EMCASCO Insurance Co - WC ONLY,21407
Emergency Medical Service Fund (EMSF),AMM03
Emergency Medical Service Fund (EMSF),AMM03
Emeritus Corporation,J1679
EMHS Employee Health Plan,16565
EMHS Employee Health Plan,16565
EMHS Employee Health Plan,16565
EMHS Employee Health Plan,EMHS
EMI Health,SX110
EMI Health,SX110
EMI Health,SX110
EMI Health,SX110
EMI-KP Ambulance Claims,59299
EMPHESYS,73288
Empire Dental - Blue Cross Blue Shield (Anthem),55093
Empire Healthcare IPA,EHI01
Empire Healthcare IPA,EHI01
Empire Healthcare IPA,EHI01
EMPLOYEE BENEFIT CON INC,37257
EMPLOYEE BENEFIT CON INC,37257
Employee Benefit Concepts,EBC18
Employee Benefit Concepts,EBC18
Employee Benefit Corporation,37215
Employee Benefit Logistics (EBL),92135
Employee Benefit Logistics (EBL),92135
Employee Benefit Management Corp (EBMC),CX025
Employee Benefit Management Corp (EBMC),CX025
Employee Benefit Management Services (EBMS),81039
Employee Benefit Management Services (EBMS),81039
Employee Benefit Management Services (EBMS),81039
Employee Benefit Management Services (EBMS),81039
"Employee Benefit Management, Inc. (EBSI)",60221
"Employee Benefit Management, Inc. (EBSI)",60221
"Employee Benefit Services  - Ft. Mill, South Carolina",37216
